entrez_id,symbol,name,CRISPR_depCL_frac,CRISPR_strong_depCL_count,RNAi_depCL_frac,RNAi_strong_depCL_count,CRISPR_min_gene_effect,CRISPR_min_gene_effect_zscore,RNAi_min_gene_effect,RNAi_min_gene_effect_zscore,CRISPR_Mean,CRISPR_Variance,CRISPR_Skewness,RNAi_Mean,RNAi_Variance,RNAi_Skewness,CRISPR_PanDependency,RNAi_PanDependency,CRISPR_bimodal_pval,RNAi_bimodal_pval,CRISPR_LRT,RNAi_LRT,CRISPR_Context,RNAi_Context,CRISPR_ensemble_pearson,CRISPR_top_model,CRISPR_good_models,CRISPR_moderate_models,RNAi_ensemble_pearson,RNAi_top_model,RNAi_good_models,RNAi_moderate_models,BiomarkerID_CRISPR_Genetic_Driver,BiomarkerID_CRISPR_Genetic_Driver_Feature,BiomarkerID_RNAi_Genetic_Driver,BiomarkerID_RNAi_Genetic_Driver_Feature,BiomarkerID_CRISPR_Expression_Addiction,BiomarkerID_CRISPR_Expression_Addiction_Tissue,BiomarkerID_RNAi_Expression_Addiction,BiomarkerID_RNAi_Expression_Addiction_Tissue,BiomarkerID_CRISPR_Synthetic_Lethal,BiomarkerID_CRISPR_Synthetic_Lethal_Oncogene,BiomarkerID_CRISPR_Synthetic_Lethal_TSG,BiomarkerID_RNAi_Synthetic_Lethal,BiomarkerID_RNAi_Synthetic_Lethal_Oncogene,BiomarkerID_RNAi_Synthetic_Lethal_TSG,BiomarkerID_CRISPR_Paralog_Mutation_Driven,BiomarkerID_CRISPR_Paralog_Expression_Driven,BiomarkerID_CRISPR_Paralog,BiomarkerID_RNAi_Paralog_Mutation_Driven,BiomarkerID_RNAi_Paralog_Expression_Driven,BiomarkerID_RNAi_Paralog,BiomarkerID_CYCLOPS,BiomarkerID_Cell_Line_Essential,canSAR_drug_target,canSAR_bioactive_compounds,canSAR_available_structure,canSAR_druggable_structure,canSAR_druggable_by_ligand_based_assessment,canSAR_enzyme,canSAR_cell_membrane,canSAR_cytoplasm,canSAR_extracellular,canSAR_nuclear_membrane,canSAR_nucleus,canSAR_organelle,canSAR_organelle_membrane,canSAR_ligand_druggability_score,canSAR_ligand_druggability_percentile,canSAR_network_druggability_overall,canSAR_network_druggability_cancer,canSAR_network_druggability_other,canSAR_network_druggability_cancer_associated,Broad_isMetabolic,Broad_isTF,Broad_isCellSurface,Broad_RepHub_Compound,Broad_inRepHub,Broad_Cancer Use Conditions,Broad_Integrity_DevPhase,Broad_established_target,Broad_targetID_blacklist,Broad_IUPHAR_druggable
4201,MEA1,male-enhanced antigen 1,0,0,0,0,-0.3983540579901012,-4.268374478646295,-0.573854744226707,-3.5730602987115994,-0.06606592055073238,0.0060604468353108384,0.10405945253503976,-0.056649282242700286,0.02095296629986728,-0.1031710590041891,FALSE,FALSE,0.9914639379573293,0.9901436766526304,59.9305927433024,5.29432867953113,breast_disease; breast_ductal_carcinoma_disease_subtype_I; Splenic_histology_II; splenic_lymphoma_disease_subtype_II; breast_primary_tissue,colorectal_disease; colorectal_adenocarcinoma_disease_subtype_I; Colon_primary_tissue; ERpos_HER2neg_disease_subtype_II; breast_disease,0.12181669822339401,Related: [cell_line_NNMD_crispr_confounders],NA,NA,0.18367019515067073,Core_omics: [LRIG1_(26018)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,9.02,5,8.01,5.12,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
64769,MEAF6,MYST/Esa1 associated factor 6,0.3980054397098821,19,0,0,-1.0198528718305715,-4.037433148138465,-0.319882630462647,-2.797260214037092,-0.3681825571469417,0.026052247037043976,-0.1071295635836199,0.06014227731056342,0.018456884220880376,0.28800088544453595,TRUE,FALSE,0.9938023199158735,0.990465495360987,27.8847419751874,7.10767494526664,ALL_disease_subtype_I; Leukemia_histology_I; blood_disease; ERpos_HER2neg_disease_subtype_II; AML_disease_subtype_I,Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I; merkel_cell_carcinoma_disease_subtype_I; engineered_breast_disease,0.195866482542241,Core_omics: [SYNE3_(161176)_RNAseq],NA,NA,0.26124271572137375,Related: [SSMD_rnai_confounders],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,32.42,49.1,19.39,67.72,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
2122,MECOM,MDS1 and EVI1 complex locus,0.019945602901178604,5,0.008438818565400843,0,-0.94480897277163,-6.656497441257058,-0.919222402449652,-5.472238581076735,-0.02404258675305309,0.01913407067873437,-1.6651419075000187,0.006902040213380739,0.028642349876197987,-1.1691683670075796,FALSE,FALSE,0.9887654819301195,0.9925228572240083,380.19903803763,167.029250053108,ovary_disease; ovary_adenocarcinoma_disease_subtype_I; endometrial_adenocarcinoma_disease_subtype_I; endometrium_primary_tissue; uterus_disease,mixed_endometrioid_clear_cell_disease_subtype_II; clear_cell_disease_subtype_II; ovary_disease; ovary_adenocarcinoma_disease_subtype_I; M4_disease_subtype_II,0.4992544158154261,Core_omics: [WNT7A_(7476)_RNAseq; MECOM_(2122)_RNAseq],NA,Related: [MECOM_(2122)_RNAseq],0.36595529807000776,Core_omics: [MECOM_(2122)_RNAseq],NA,NA,NA,NA,NA,NA,TRUE,Essential Tissue,TRUE,Essential Tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,62.14,89.22,47.13,98.43,FALSE,TRUE,FALSE,NA,FALSE,1,Preclinical,FALSE,FALSE,FALSE
4204,MECP2,methyl-CpG binding protein 2,0,0,0.028169014084507043,2,-0.4269479292438694,-6.268105229964222,-1.18699022182321,-4.33140061215372,0.06725571906250928,0.006216405507197544,-0.1875942248775687,-0.0912266734796247,0.06399956042121782,-0.3421277185918073,FALSE,FALSE,0.9619838897335717,0.9861057475821641,137.297282943372,12.3926082549026,gallbladder_adenocarcinoma_disease_subtype_I; mixed_germ_cell_disease_subtype_I; bile_duct_disease; thyroid_sarcoma_disease_subtype_I,pancreas_primary_tissue,0.0735882909002988,Core_omics: [GAGE2E_(729428)_RNAseq],NA,NA,0.2380359689338154,Core_omics: [MOSMO_(730094)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,-3,59,56.35,80.89,55.92,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51102,MECR,mitochondrial trans-2-enoyl-CoA reductase,0.04623753399818677,1,0.026685393258426966,0,-0.8572679184750414,-5.688561408393162,-0.896081391059466,-3.611686164965503,-0.1575975197768868,0.015128020327848612,-1.004374431644466,-0.18855180491705953,0.0383768389021776,-0.2177768108986763,FALSE,FALSE,0.9950120924977333,0.9682330922921604,156.613432430083,18.7802989915593,rhabdomyosarcoma_disease_subtype_I; embryo_carcinoma_disease_subtype_I; Rhabdomyosarcoma_histology_II; soft_tissue_disease; Sarcoma_histology_I,endometrial_stromal_sarcoma_disease_subtype_I; Astrocytoma_histology_II; astrocytoma_disease_subtype_II; clear_cell_carcinoma_disease_subtype_I,0.30436713718081265,Core_omics: [UQCRC1_(7384)_RNAseq],NA,NA,0.1840540176507164,Core_omics: [SSMD_rnai_confounders],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,-3,59,40.93,52.28,16.82,80.77,TRUE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
5469,MED1,mediator complex subunit 1,0.7234814143245694,464,0.2380281690140845,72,-1.9211331245607848,-2.8787286619578625,-2.14859373078799,-4.686786708327133,-0.7084135778931371,0.17746768800941146,-0.3355427525235993,-0.3319120740413227,0.1502475098820504,-0.9574199691702808,TRUE,FALSE,0.9137733870091926,0.9909210666193331,40.3757966733529,150.783960232898,Leukemia_histology_I; blood_disease; haematopoietic_and_lymphoid_tissue_primary_tissue; AML_disease_subtype_I; Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I,haematopoietic_and_lymphoid_tissue_primary_tissue; AML_disease_subtype_I; Leukemia_histology_I; blood_disease; Melanoma_histology_II,0.5072076322499528,Core_omics: [MED31_(51003)_RNAseq],NA,Related: [MED31_(51003)_RNAseq],0.4656463126354779,Core_omics: [TMC6_(11322)_RNAseq],NA,Related: [MED10_(84246)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,92.26,96.6,74.71,97.51,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
29079,MED4,mediator complex subunit 4,0.9918404351767905,978,0.2084507042253521,15,-2.1057882839748725,-3.078734629668811,-1.20309783159671,-3.811172356330469,-1.1770504019358583,0.0910000869137652,0.05986263509240126,-0.42677845915754153,0.041491933013681245,-0.5178678392053301,TRUE,FALSE,0.43574056726831056,0.9937721076930197,0.469297093584998,32.4067425491362,NA,NSCLC_disease_subtype_I; lung_disease; lung_primary_tissue; NSCLC_adenocarcinoma_disease_subtype_II; exocrine_adenocarcinoma_disease_subtype_II,0.4326522797716067,Related: [cas9_activity_crispr_confounders],NA,Core_omics: [cas9_activity_crispr_confounders],0.2958527170448232,Core_omics: [RSC1A1_(6248)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,12.37,60.1,60.56,71.71,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
10001,MED6,mediator complex subunit 6,0.9981867633726201,1090,0.1676056338028169,8,-2.644924796125836,-3.7129956407204903,-1.08312940868004,-3.10811588546137,-1.5690262701323474,0.08396412110547048,0.2131974204545138,-0.3361318935499663,0.05776222425143504,-0.14254405289917743,TRUE,FALSE,0.9930305448387916,0.9939793185731558,38.5099669484957,8.68713438033348,NA,NA,0.24253976452022868,Core_omics: [cas9_activity_crispr_confounders],NA,NA,0.19622353467131123,Core_omics: [ANXA8_(653145)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,63.4,85.92,47.52,92,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
9443,MED7,mediator complex subunit 7,0.8159564823209429,230,0.4251412429378531,83,-1.482354708156988,-3.813462940433633,-1.84243946765942,-4.387169477167174,-0.6106181462952052,0.052255434367551194,-0.23378903112661356,-0.5424156017258485,0.08780794779883917,-0.6913474986034444,TRUE,TRUE,0.9925213543948148,0.955702006848622,17.7235529954537,55.7440767813433,glioma_disease_subtype_I,haematopoietic_and_lymphoid_tissue_primary_tissue,0.23812462942531035,Related: [cell_line_NNMD_crispr_confounders],NA,NA,0.4509701406350016,Core_omics: [MED7_(9443)_RNAseq],NA,Related: [MED7_(9443)_CN],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.15,67,69.16,88.83,37.47,95.98,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
112950,MED8,mediator complex subunit 8,0.9945602901178604,1050,0.5449438202247191,139,-2.142818354350688,-2.841954891774848,-1.85423000737385,-4.003595158745071,-1.3649714721678088,0.07491242738637767,0.8375744273752007,-0.6443692157988732,0.09132096548190437,-0.46491212824796535,TRUE,TRUE,0.9665437994655348,0.9937425735572364,138.216659905853,25.6106905508794,NA,Adenocarcinoma_histology_II; colorectal_adenocarcinoma_disease_subtype_I; colorectal_disease; large_intestine_primary_tissue; skin_disease,0.2587500380328423,DNA_based: [cell_line_NNMD_crispr_confounders],NA,NA,0.3125623278291641,Core_omics: [MED8_(112950)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,-3,59,53.57,76.25,25.46,86.05,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
55090,MED9,mediator complex subunit 9,0.9301903898458749,730,0.12253521126760564,13,-2.082668593348433,-3.5607372732673293,-2.18288000384993,-7.656509570189928,-0.9089046959242423,0.1086629855693485,-0.017335529729525123,-0.29274729916867565,0.06094287439069992,-1.0510232542402698,TRUE,FALSE,0.9605563151287372,0.952941768491613,12.0768779847269,70.7319856570961,NA,AML_disease_subtype_I; Leukemia_histology_I; blood_disease; haematopoietic_and_lymphoid_tissue_primary_tissue; exocrine_disease_subtype_I,0.27775541381154706,DNA_based: [MIR8071_1_(102465871)_CN],NA,NA,0.4073652857723859,Related: [UBB_(7314)_CN],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,35.78,66.05,26.78,83.42,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
84246,MED10,mediator complex subunit 10,0.7370806890299184,289,0.018148820326678767,0,-1.5651979524319015,-3.4626852347370694,-0.765504387803631,-3.409441375930958,-0.5966428936653037,0.0782388750614759,-0.33309660037872507,-0.17630654683552377,0.02986454062926467,-0.13653753425110268,TRUE,FALSE,0.9907120651266617,0.9941779722175584,20.6270962542652,6.98662891102902,haematopoietic_and_lymphoid_tissue_primary_tissue; Leukemia_histology_I; blood_disease; b_cell_disease_subtype_II; Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I,M5_disease_subtype_II; AML_disease_subtype_I; haematopoietic_and_lymphoid_tissue_primary_tissue; Leukemia_histology_I; blood_disease,0.48299799218231504,Core_omics: [ICE1_(23379)_CN],NA,DNA_based: [Haematopoietic_and_Lymphoid_Lin] | Related: [MED10_(84246)_CN],0.2591931615311544,Core_omics: [CYB5D2_(124936)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,53.69,67.64,20.89,76.34,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
400569,MED11,mediator complex subunit 11,1,1099,0.6135770234986945,127,-2.8329458912956014,-3.6769255786489263,-3.07522294457588,-5.8119862138625,-1.7744318899846632,0.08287499864484281,0.9151102784736077,-0.7322800429569913,0.16250781785766436,-0.9204738334059744,TRUE,FALSE,0.9921323193391852,0.9742197854748169,194.951948796025,48.0360426381952,NA,exocrine_adenocarcinoma_disease_subtype_II; exocrine_disease_subtype_I; pancreas_disease,0.13645198815545245,Related: [MED11_(400569)_RNAseq],NA,NA,0.5195476875370348,Related: [MED11_(400569)_RNAseq],NA,Core_omics: [MED11_(400569)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,21.72,60.6,36.35,62.78,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
9968,MED12,mediator complex subunit 12,0.5651777575205105,220,0.3732394366197183,101,-1.6432547302794247,-3.3751617873336746,-2.03921200585556,-3.8596573973338146,-0.451542350268515,0.12466763222495122,0.21180610037415593,-0.47190431998089605,0.16489633922732175,0.13284486419958358,FALSE,FALSE,0.9182107854535384,0.6369840647162118,9.87278078939971,31.2013901099798,Leukemia_histology_I; blood_disease; haematopoietic_and_lymphoid_tissue_primary_tissue; upper_aerodigestive_disease; b_cell_disease_subtype_II,Adenocarcinoma_histology_II; upper_aerodigestive_disease; upper_aerodigestive_squamous_disease_subtype_I; colorectal_disease; colorectal_adenocarcinoma_disease_subtype_I,0.5073357823880296,Core_omics: [C1QL1_(10882)_RNAseq],NA,Related: [APLP1_(333)_RNAseq],0.4992243227959532,Core_omics: [SYDE1_(85360)_RNAseq],NA,Related: [QKI_(9444)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MED12L,TRUE,NA,MED12L,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,70.49,89.25,25.78,97.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116931,MED12L,mediator complex subunit 12L,0,0,0.0014084507042253522,0,-0.43154456571580935,-6.189361301605488,-0.991485565153594,-5.853921432988027,0.08171856326228032,0.006876832779748568,-0.2727754746776332,0.052143317043099595,0.03178325706260522,0.029133064724035127,FALSE,FALSE,0.9973314731936712,0.9944597312855797,87.406055611018,65.3113078444017,NA,pancreas_primary_tissue; exocrine_adenocarcinoma_disease_subtype_II; exocrine_disease_subtype_I; pancreas_disease; papillary_disease_subtype_II,0.10782687661583219,Core_omics: [SULT1B1_(27284)_RNAseq],NA,NA,0.20699013905636046,Core_omics: [HS3ST1_(9957)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,22.56,29.49,3.74,49.88,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
9969,MED13,mediator complex subunit 13,0.0371713508612874,2,0.002824858757062147,0,-1.0514120625831167,-5.4902021717621805,-0.907383069589502,-4.897580660342799,-0.03758894767686331,0.034099475825932535,-0.694165840102537,0.021073040721678413,0.035938468244944566,-0.012872058667938533,FALSE,FALSE,0.9988341545720787,0.9922504407087763,83.2182618647291,36.8837787254004,b_cell_burkitt_disease_subtype_II; non_hodgkin_lymphoma_disease_subtype_I; Lymphoma_histology_I; lymphocyte_disease; haematopoietic_and_lymphoid_tissue_primary_tissue,cervical_squamous_disease_subtype_I; M5_disease_subtype_II; bone_marrow_primary_tissue; AML_disease_subtype_I; ERpos_HER2neg_disease_subtype_II,0.3688600040064805,Core_omics: [P4HA3_(283208)_RNAseq],NA,NA,0.17414732905165412,Related: [SSMD_rnai_confounders],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.05,79,58.19,66.56,54.51,85.58,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
23389,MED13L,mediator complex subunit 13L,0.04623753399818677,2,0,0,-0.9320204656118352,-5.6331779977069685,-0.583062501182107,-3.9362205435105473,-0.12410324812669633,0.02056964413517374,-1.144992275541061,-0.05447545300519327,0.018033257652854587,-0.044514352586873744,FALSE,FALSE,0.998784932923379,0.8742224562770387,195.758157183838,44.6612951103812,Leukemia_histology_I; blood_disease; haematopoietic_and_lymphoid_tissue_primary_tissue; AML_disease_subtype_I; Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I,Meningioma_histology_II; meningioma_disease_subtype_I; abdomen_primary_tissue; papillary_disease_subtype_II,0.472381600978054,Core_omics: [NRROS_(375387)_RNAseq],NA,Related: [blood_Lin],0.2533907209619899,Core_omics: [IRAG2_(4033)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,-3,59,28.57,23.6,16.58,54.99,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
9282,MED14,mediator complex subunit 14,0.9972652689152234,1068,0.679324894514768,298,-2.3809039943129173,-3.3711241727873515,-2.9578614270305,-5.0831778720896255,-1.420443247237207,0.08117265319042936,0.12400094900446094,-0.8336790541078418,0.17462764104016368,-0.5100512185835787,TRUE,TRUE,0.9911559447537801,0.9642179380862117,18.6886192503668,21.3418634748522,NA,exocrine_adenocarcinoma_disease_subtype_II; exocrine_disease_subtype_I; oesophagus_primary_tissue; pancreas_disease,0.23204901422543303,Core_omics: [EIF2S3_(1968)_RNAseq],NA,NA,0.5517293362356737,Related: [MED14_(9282)_RNAseq; MED14_(9282)_CN],NA,Core_omics: [MED14_(9282)_RNAseq] | DNA_based: [SSMD_rnai_confounders],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.1,67,73.77,95.3,47.5,96.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51586,MED15,mediator complex subunit 15,0.17135086128739802,13,0.00847457627118644,1,-1.2488403669278572,-5.175956411183608,-0.888679949674832,-4.274375341892682,-0.23759580996975777,0.038170792201295864,-0.6135556900278998,-0.09254947981916739,0.034691508106173566,-0.15983933087521385,FALSE,FALSE,0.8661562059998466,0.9904204283938527,64.348914673547,36.8090427005371,haematopoietic_and_lymphoid_tissue_primary_tissue; Leukemia_histology_I; blood_disease; non_hodgkin_lymphoma_disease_subtype_I; ALL_disease_subtype_I,Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I; uvea_primary_tissue; eye_disease; uveal_melanoma_disease_subtype_I,0.4005007782237687,Core_omics: [SDC4_(6385)_RNAseq],NA,NA,0.32682303118701156,Core_omics: [NMT2_(9397)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,53.59,83.57,29.61,93.36,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
10025,MED16,mediator complex subunit 16,0.185856754306437,35,0.007042253521126761,0,-1.1254462402348762,-3.6854236193059715,-0.858652933651929,-4.360943879743176,-0.1939217971772241,0.06388717441862175,-0.6597981970751704,-0.07187707726167135,0.03254925502278053,-0.01860851347594397,FALSE,FALSE,0.986320074307484,0.9846781504674719,79.1647167325731,27.3416599097836,haematopoietic_and_lymphoid_tissue_primary_tissue; Leukemia_histology_I; blood_disease; Myeloma_histology_I; plasma_cell_disease; multiple_myeloma_disease_subtype_I,Leukemia_histology_I; blood_disease; cervical_squamous_disease_subtype_I; AML_disease_subtype_I; b_cell_disease_subtype_II,0.39402612785271907,Core_omics: [RASSF5_(83593)_RNAseq],NA,NA,0.3627563308536988,Core_omics: [RHOB_(388)_RNAseq],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-1.25,66,60.78,75.89,45.04,87.74,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
9440,MED17,mediator complex subunit 17,0.9909338168631007,961,0.014124293785310734,0,-1.7514171468212842,-2.9350474528427988,-0.845773502039281,-4.0261073668337115,-1.0650570028950197,0.05468571048954708,0.09323256799322713,-0.07205794808383638,0.03693107508824874,-0.3893226879031741,TRUE,FALSE,0.843236571557836,0.9587532311270828,1.66989413823195,29.4126357033833,NA,Glioma_histology_II,0.20785340392419618,Core_omics: [RAB27A_(5873)_RNAseq],NA,NA,0.06509740741594297,Related: [SSMD_rnai_confounders],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,60.57,87.79,47.43,94.45,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
54797,MED18,mediator complex subunit 18,0.985494106980961,905,0,0,-2.198352629500019,-4.226936821043764,-0.603323889297599,-4.253143777385924,-1.0407012621777607,0.07500739193030205,0.3358275513279833,0.01818181936073993,0.021353551443455198,-0.3258974259518704,TRUE,FALSE,0.9953353721924248,0.8079277202674329,39.3011270148669,38.6428835592609,NA,Neuroblastoma_histology_I; peripheral_nervous_system_disease; neuroblastoma_disease_subtype_I; fibroblast_primary_tissue; Fibroblast_histology_I; fibroblast_disease; fibroblast_soft_tissue_disease_subtype_I,0.1824916253399485,Related: [cell_line_NNMD_crispr_confounders],NA,NA,0.10495582004959887,Related: [SSMD_rnai_confounders],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-3,59,69.43,80.65,41.42,86.37,FALSE,FALSE,FALSE,NA,FALSE,0,NA,FALSE,FALSE,FALSE
