gene,model,pearson,best,feature0,feature0_importance,feature1,feature1_importance,feature2,feature2_importance,feature3,feature3_importance,feature4,feature4_importance,feature5,feature5_importance,feature6,feature6_importance,feature7,feature7_importance,feature8,feature8_importance,feature9,feature9_importance
NRAS (4893),Core_omics,0.3504929283198494,False,NRAS_(N_Ras)_RPPA,0.4213418330348828,urinary_tract_Lin,0.08745464101917053,bone_Lin,0.021623570600145855,AML_Lin,0.020990219189922967,MAP4K4_2_102313164_102314164_RRBS,0.018867612532699092,HNF1B_17_36105069_36106069_RRBS,0.01643417241019094,SWI5_(375757)_RNAseq,0.015335446183874838,KDM7A_7_139876741_139877741_RRBS,0.013821939229982705,KDM7A_(80853)_RNAseq,0.013096634726845177,skin_Lin,0.013046658410271613
NRAS (4893),Genomics,0.6035813783276106,False,ANOS1_(3730)_RNAseq,0.4684772102798527,NRAS_(4893)_MutDrv,0.08087142160265108,MIR3613_13_50570637_50571637_RRBS,0.02516609749872516,MED1_(5469)_RNAseq,0.016649621198785394,TNS2_(23371)_RNAseq,0.015233502540393741,MAP4K4_2_102313537_102314537_RRBS,0.013067364319269666,AMY1A_(276)_MutDam,0.012303592280178485,MAP4K4_(9448)_RNAseq,0.01158529486275159,NRAS_(4893)_RNAseq,0.010088330034227015,melanoma_Lin,0.008510027527378705
NRAS (4893),Histology,0.04490618281910158,False,lung_Lin,0.5395591282632717,TRIL_7_28998029_28999029_RRBS,0.061997148087966074,SOX10_(6663)_RNAseq,0.061447917808616075,MAP4K4_(9448)_MutDrv,0.05301701240099972,PSG7_(5676)_RNAseq,0.05280049493432967,MED1_(5469)_MutDrv,0.03896285268869357,UNC93B1_11_67771595_67772595_RRBS,0.03843752296699749,SWI5_9_131037424_131038424_RRBS,0.023421132783849528,HNF1B_(6928)_RNAseq,0.013384224702119628,AMY1A_(276)_RNAseq,0.011236594426902773
NRAS (4893),Related,0.5998085162879052,False,osteosarcoma_Lin,0.4022651929559145,TRIL_(9865)_RNAseq,0.12149504982970745,colorectal_Lin,0.025840160810404918,SSMD_rnai-confounders,0.023360660290131462,2_aminoadipate_metabolomics,0.01762355186392633,F8A1_(8263)_RNAseq,0.016672105953306333,NRAS_(4893)_MutHot,0.016406576430843058,MED1_17_37607527_37608527_RRBS,0.015605193202180656,AMY1A_(276)_MutDrv,0.014866159856347969,SOX10_22_38380539_38381539_RRBS,0.0123793535661196
NRAS (4893),Self,0.6187892502542712,True,NRAS_(N_Ras)_RPPA,0.5814638953871933,urinary_tract_Lin,0.0948461767630048,bone_Lin,0.091334604656063,AML_Lin,0.0897740640546799,MAP4K4_2_102313164_102314164_RRBS,0.07321195969120851,HNF1B_17_36105069_36106069_RRBS,0.020198883191587854,SWI5_(375757)_RNAseq,0.01025397886272275,KDM7A_7_139876741_139877741_RRBS,0.00736043262283669,KDM7A_(80853)_RNAseq,0.006288455707806079,skin_Lin,0.005924594013493696
SOX10 (6663),Core_omics,0.8761629348189325,False,ANOS1_(3730)_RNAseq,0.6610538628665464,NRAS_(4893)_MutDrv,0.10401284581778662,MIR3613_13_50570637_50571637_RRBS,0.03610238791822051,MED1_(5469)_RNAseq,0.01848210032923349,TNS2_(23371)_RNAseq,0.017673667311360282,MAP4K4_2_102313537_102314537_RRBS,0.016876864489104186,AMY1A_(276)_MutDam,0.008664768245136085,MAP4K4_(9448)_RNAseq,0.007490190049312009,NRAS_(4893)_RNAseq,0.004731453586655728,melanoma_Lin,0.004582134817931089
SOX10 (6663),Genomics,0.7263841720526023,False,lung_Lin,0.3784909740162676,TRIL_7_28998029_28999029_RRBS,0.3297191367780933,SOX10_(6663)_RNAseq,0.020011969991559856,MAP4K4_(9448)_MutDrv,0.016067417532736918,PSG7_(5676)_RNAseq,0.010469729877043341,MED1_(5469)_MutDrv,0.00984434977873949,UNC93B1_11_67771595_67772595_RRBS,0.008053706650578373,SWI5_9_131037424_131038424_RRBS,0.006801777051397107,HNF1B_(6928)_RNAseq,0.006151973705281288,AMY1A_(276)_RNAseq,0.0059663663809415785
SOX10 (6663),Histology,0.7446352518036241,False,osteosarcoma_Lin,0.8442390674165134,TRIL_(9865)_RNAseq,0.11207977029091824,colorectal_Lin,0.02643226973799586,SSMD_rnai-confounders,0.006463280919835768,2_aminoadipate_metabolomics,0.0055970839026675216,F8A1_(8263)_RNAseq,0.0019293059924335952,NRAS_(4893)_MutHot,0.0010686482472956444,MED1_17_37607527_37608527_RRBS,0.0010085365580859117,AMY1A_(276)_MutDrv,0.00030794557101960455,SOX10_22_38380539_38381539_RRBS,0.00013305810038692682
SOX10 (6663),Related,0.8774915427155459,False,NRAS_(N_Ras)_RPPA,0.8695171220764445,urinary_tract_Lin,0.030456064317248992,bone_Lin,0.020350445995001614,AML_Lin,0.008780270335333736,MAP4K4_2_102313164_102314164_RRBS,0.00873088200658857,HNF1B_17_36105069_36106069_RRBS,0.005041507378347354,SWI5_(375757)_RNAseq,0.0042109301535723865,KDM7A_7_139876741_139877741_RRBS,0.004198559143962335,KDM7A_(80853)_RNAseq,0.003385280134752509,skin_Lin,0.003272201527897791
SOX10 (6663),Self,0.905738465650228,True,ANOS1_(3730)_RNAseq,0.9598578240371128,NRAS_(4893)_MutDrv,0.030174064146571575,MIR3613_13_50570637_50571637_RRBS,0.008062216059231513,MED1_(5469)_RNAseq,0.000525459608615051,TNS2_(23371)_RNAseq,0.000509781694227885,MAP4K4_2_102313537_102314537_RRBS,0.00029424899432842623,AMY1A_(276)_MutDam,0.0001959257270379692,MAP4K4_(9448)_RNAseq,0.0001431118455516748,NRAS_(4893)_RNAseq,3.509648234475837e-05,melanoma_Lin,2.9094136607643786e-05
bad id,Core_omics,0.7088146879170781,True,lung_Lin,0.3753544971264659,TRIL_7_28998029_28999029_RRBS,0.07349013666330642,SOX10_(6663)_RNAseq,0.028807714983589743,MAP4K4_(9448)_MutDrv,0.022441692135315227,PSG7_(5676)_RNAseq,0.014852936783452262,MED1_(5469)_MutDrv,0.012936108192912346,UNC93B1_11_67771595_67772595_RRBS,0.01250178217209076,SWI5_9_131037424_131038424_RRBS,0.011971609074368915,HNF1B_(6928)_RNAseq,0.011386227675766962,AMY1A_(276)_RNAseq,0.011259242223718302
